YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2017/01,NonStructural Fires,Staten Island,44,04:30
2017/01,NonStructural Fires,Brooklyn,619,03:53
2017/01,NonStructural Fires,Queens,445,04:39
2017/01,Structural Fires,Citywide,2264,04:12
2017/01,Structural Fires,Manhattan,498,04:20
2017/01,Structural Fires,Bronx,486,04:21
2017/01,Structural Fires,Staten Island,131,04:28
2017/01,Structural Fires,Brooklyn,719,03:34
2017/01,Structural Fires,Queens,430,04:48
2017/02,All Fire/Emergency Incidents,Citywide,42697,04:56
2017/02,All Fire/Emergency Incidents,Manhattan,11328,05:15
2017/02,All Fire/Emergency Incidents,Bronx,8626,05:13
2017/02,All Fire/Emergency Incidents,Staten Island,2079,04:44
2017/02,All Fire/Emergency Incidents,Brooklyn,11985,04:22
2017/02,All Fire/Emergency Incidents,Queens,8679,05:08
2017/02,False Alarm,Citywide,1283,04:44
2017/02,False Alarm,Manhattan,272,05:08
2017/02,False Alarm,Bronx,274,04:51
2017/02,False Alarm,Staten Island,85,04:53
2017/02,False Alarm,Brooklyn,356,04:18
2017/02,False Alarm,Queens,296,04:44
2017/02,Medical Emergencies,Citywide,20058,04:38
2017/02,Medical Emergencies,Manhattan,5272,04:58
2017/02,Medical Emergencies,Bronx,3989,04:57
2017/02,Medical Emergencies,Staten Island,1016,04:25
2017/02,Medical Emergencies,Brooklyn,5588,04:07
2017/02,Medical Emergencies,Queens,4193,04:51
2017/02,Medical False Alarm,Citywide,152,04:28
2017/02,Medical False Alarm,Manhattan,25,04:38
2017/02,Medical False Alarm,Bronx,25,04:46
2017/02,Medical False Alarm,Staten Island,10,04:43
2017/02,Medical False Alarm,Brooklyn,54,04:04
2017/02,Medical False Alarm,Queens,38,04:40
2017/02,NonMedical Emergencies,Citywide,17290,05:18
2017/02,NonMedical Emergencies,Manhattan,4828,05:33
2017/02,NonMedical Emergencies,Bronx,3650,05:34
2017/02,NonMedical Emergencies,Staten Island,828,05:03
2017/02,NonMedical Emergencies,Brooklyn,4755,04:45
2017/02,NonMedical Emergencies,Queens,3229,05:32
2017/02,NonStructural Fires,Citywide,1933,04:32
2017/02,NonStructural Fires,Manhattan,468,04:42
2017/02,NonStructural Fires,Bronx,234,04:51
2017/02,NonStructural Fires,Staten Island,42,04:18
2017/02,NonStructural Fires,Brooklyn,643,03:53
2017/02,NonStructural Fires,Queens,546,05:00
2017/02,Structural Fires,Citywide,1981,04:09
2017/02,Structural Fires,Manhattan,463,04:24
2017/02,Structural Fires,Bronx,454,04:22
2017/02,Structural Fires,Staten Island,98,04:26
2017/02,Structural Fires,Brooklyn,589,03:33
2017/02,Structural Fires,Queens,377,04:28
2017/03,All Fire/Emergency Incidents,Citywide,46826,05:04
2017/03,All Fire/Emergency Incidents,Manhattan,12426,05:28
2017/03,All Fire/Emergency Incidents,Bronx,9223,05:24
2017/03,All Fire/Emergency Incidents,Staten Island,2246,04:54
2017/03,All Fire/Emergency Incidents,Brooklyn,13288,04:27
2017/03,All Fire/Emergency Incidents,Queens,9643,05:12
2017/03,False Alarm,Citywide,1503,04:53
2017/03,False Alarm,Manhattan,302,05:16
2017/03,False Alarm,Bronx,304,04:58
2017/03,False Alarm,Staten Island,88,04:55
2017/03,False Alarm,Brooklyn,410,04:24
2017/03,False Alarm,Queens,399,05:00
2017/03,Medical Emergencies,Citywide,21641,04:44
2017/03,Medical Emergencies,Manhattan,5696,05:10
2017/03,Medical Emergencies,Bronx,4203,05:10
2017/03,Medical Emergencies,Staten Island,1040,04:36
2017/03,Medical Emergencies,Brooklyn,6166,04:11
2017/03,Medical Emergencies,Queens,4536,04:48
2017/03,Medical False Alarm,Citywide,199,04:54
2017/03,Medical False Alarm,Manhattan,41,05:16
2017/03,Medical False Alarm,Bronx,43,05:48
2017/03,Medical False Alarm,Staten Island,5,03:48
2017/03,Medical False Alarm,Brooklyn,64,04:15
2017/03,Medical False Alarm,Queens,46,04:49
2017/03,NonMedical Emergencies,Citywide,19348,05:28
2017/03,NonMedical Emergencies,Manhattan,5440,05:47
2017/03,NonMedical Emergencies,Bronx,3955,05:46
2017/03,NonMedical Emergencies,Staten Island,940,05:11
2017/03,NonMedical Emergencies,Brooklyn,5360,04:49
2017/03,NonMedical Emergencies,Queens,3653,05:42
2017/03,NonStructural Fires,Citywide,1801,04:36
2017/03,NonStructural Fires,Manhattan,455,04:50
2017/03,NonStructural Fires,Bronx,203,04:35
2017/03,NonStructural Fires,Staten Island,50,05:04
2017/03,NonStructural Fires,Brooklyn,551,04:08
2017/03,NonStructural Fires,Queens,542,04:50
2017/03,Structural Fires,Citywide,2334,04:14
2017/03,Structural Fires,Manhattan,492,04:34
2017/03,Structural Fires,Bronx,515,04:24
2017/03,Structural Fires,Staten Island,123,04:32
2017/03,Structural Fires,Brooklyn,737,03:42
2017/03,Structural Fires,Queens,467,04:30
2017/04,All Fire/Emergency Incidents,Citywide,46314,04:52
2017/04,All Fire/Emergency Incidents,Manhattan,12640,05:12
2017/04,All Fire/Emergency Incidents,Bronx,9325,05:11
2017/04,All Fire/Emergency Incidents,Staten Island,2353,04:37
2017/04,All Fire/Emergency Incidents,Brooklyn,12894,04:17
2017/04,All Fire/Emergency Incidents,Queens,9102,05:03
2017/04,False Alarm,Citywide,1783,04:35
2017/04,False Alarm,Manhattan,337,05:02
2017/04,False Alarm,Bronx,387,04:54
2017/04,False Alarm,Staten Island,144,04:09
2017/04,False Alarm,Brooklyn,491,03:58
2017/04,False Alarm,Queens,424,04:45
2017/04,Medical Emergencies,Citywide,22591,04:34
2017/04,Medical Emergencies,Manhattan,6192,04:53
2017/04,Medical Emergencies,Bronx,4373,04:59
2017/04,Medical Emergencies,Staten Island,1179,04:23
2017/04,Medical Emergencies,Brooklyn,6346,04:00
2017/04,Medical Emergencies,Queens,4501,04:44
2017/04,Medical False Alarm,Citywide,222,05:02
2017/04,Medical False Alarm,Manhattan,49,04:49
2017/04,Medical False Alarm,Bronx,38,05:18
2017/04,Medical False Alarm,Staten Island,9,05:38
2017/04,Medical False Alarm,Brooklyn,67,05:10
2017/04,Medical False Alarm,Queens,59,04:50
2017/04,NonMedical Emergencies,Citywide,18246,05:15
2017/04,NonMedical Emergencies,Manhattan,5273,05:31
2017/04,NonMedical Emergencies,Bronx,3841,05:29
2017/04,NonMedical Emergencies,Staten Island,854,04:58
2017/04,NonMedical Emergencies,Brooklyn,4887,04:41
2017/04,NonMedical Emergencies,Queens,3391,05:27
2017/04,NonStructural Fires,Citywide,1252,04:35
2017/04,NonStructural Fires,Manhattan,360,04:37
2017/04,NonStructural Fires,Bronx,194,05:00
2017/04,NonStructural Fires,Staten Island,64,04:25
2017/04,NonStructural Fires,Brooklyn,401,04:13
2017/04,NonStructural Fires,Queens,233,04:43
2017/04,Structural Fires,Citywide,2220,04:14
2017/04,Structural Fires,Manhattan,429,04:29
2017/04,Structural Fires,Bronx,492,04:16
2017/04,Structural Fires,Staten Island,103,04:23
2017/04,Structural Fires,Brooklyn,702,03:44
2017/04,Structural Fires,Queens,494,04:39
2017/05,All Fire/Emergency Incidents,Citywide,49975,04:56
2017/05,All Fire/Emergency Incidents,Manhattan,13683,05:17
2017/05,All Fire/Emergency Incidents,Bronx,10101,05:15
2017/05,All Fire/Emergency Incidents,Staten Island,2462,04:48
2017/05,All Fire/Emergency Incidents,Brooklyn,14002,04:22
2017/05,All Fire/Emergency Incidents,Queens,9727,05:04
2017/05,False Alarm,Citywide,1847,04:41
2017/05,False Alarm,Manhattan,369,05:04
2017/05,False Alarm,Bronx,376,05:00
2017/05,False Alarm,Staten Island,131,04:08
2017/05,False Alarm,Brooklyn,500,04:11
2017/05,False Alarm,Queens,471,04:48
2017/05,Medical Emergencies,Citywide,24822,04:34
2017/05,Medical Emergencies,Manhattan,6891,04:59
2017/05,Medical Emergencies,Bronx,4894,04:55
2017/05,Medical Emergencies,Staten Island,1160,04:24
2017/05,Medical Emergencies,Brooklyn,7044,04:02
2017/05,Medical Emergencies,Queens,4833,04:40
2017/05,Medical False Alarm,Citywide,241,04:36
2017/05,Medical False Alarm,Manhattan,56,05:07
2017/05,Medical False Alarm,Bronx,51,04:55
2017/05,Medical False Alarm,Staten Island,6,05:30
2017/05,Medical False Alarm,Brooklyn,81,04:02
2017/05,Medical False Alarm,Queens,47,04:35
2017/05,NonMedical Emergencies,Citywide,19703,05:22
2017/05,NonMedical Emergencies,Manhattan,5527,05:37
2017/05,NonMedical Emergencies,Bronx,4073,05:39
2017/05,NonMedical Emergencies,Staten Island,1017,05:16
2017/05,NonMedical Emergencies,Brooklyn,5382,04:48
2017/05,NonMedical Emergencies,Queens,3704,05:32
2017/05,NonStructural Fires,Citywide,1112,04:35
2017/05,NonStructural Fires,Manhattan,328,04:47
2017/05,NonStructural Fires,Bronx,189,05:05
2017/05,NonStructural Fires,Staten Island,57,04:52
2017/05,NonStructural Fires,Brooklyn,325,03:57
2017/05,NonStructural Fires,Queens,213,04:42
2017/05,Structural Fires,Citywide,2250,04:14
2017/05,Structural Fires,Manhattan,512,04:22
2017/05,Structural Fires,Bronx,518,04:25
2017/05,Structural Fires,Staten Island,91,04:26
2017/05,Structural Fires,Brooklyn,670,03:43
2017/05,Structural Fires,Queens,459,04:37
2017/06,All Fire/Emergency Incidents,Citywide,51605,05:00
2017/06,All Fire/Emergency Incidents,Manhattan,13989,05:19
2017/06,All Fire/Emergency Incidents,Bronx,10347,05:18
2017/06,All Fire/Emergency Incidents,Staten Island,2513,04:44
2017/06,All Fire/Emergency Incidents,Brooklyn,14543,04:28
2017/06,All Fire/Emergency Incidents,Queens,10213,05:10
2017/06,False Alarm,Citywide,2040,04:44
2017/06,False Alarm,Manhattan,372,05:18
2017/06,False Alarm,Bronx,464,05:01
2017/06,False Alarm,Staten Island,121,04:22
2017/06,False Alarm,Brooklyn,584,04:11
2017/06,False Alarm,Queens,499,04:46
2017/06,Medical Emergencies,Citywide,25428,04:37
2017/06,Medical Emergencies,Manhattan,7131,04:58
2017/06,Medical Emergencies,Bronx,4849,04:56
2017/06,Medical Emergencies,Staten Island,1170,04:32
2017/06,Medical Emergencies,Brooklyn,7198,04:07
2017/06,Medical Emergencies,Queens,5080,04:43
2017/06,Medical False Alarm,Citywide,274,04:40
2017/06,Medical False Alarm,Manhattan,57,04:41
2017/06,Medical False Alarm,Bronx,65,05:08
2017/06,Medical False Alarm,Staten Island,10,05:03
2017/06,Medical False Alarm,Brooklyn,90,04:15
2017/06,Medical False Alarm,Queens,52,04:56
2017/06,NonMedical Emergencies,Citywide,20744,05:27
2017/06,NonMedical Emergencies,Manhattan,5712,05:40
2017/06,NonMedical Emergencies,Bronx,4302,05:42
2017/06,NonMedical Emergencies,Staten Island,1054,04:56
2017/06,NonMedical Emergencies,Brooklyn,5735,04:55
2017/06,NonMedical Emergencies,Queens,3941,05:44
2017/06,NonStructural Fires,Citywide,1153,04:27
2017/06,NonStructural Fires,Manhattan,293,04:37
2017/06,NonStructural Fires,Bronx,223,04:48
2017/06,NonStructural Fires,Staten Island,68,04:37
2017/06,NonStructural Fires,Brooklyn,338,03:54
2017/06,NonStructural Fires,Queens,231,04:39
2017/06,Structural Fires,Citywide,1966,04:16
2017/06,Structural Fires,Manhattan,424,04:29
2017/06,Structural Fires,Bronx,444,04:23
2017/06,Structural Fires,Staten Island,90,04:41
2017/06,Structural Fires,Brooklyn,598,03:45
2017/06,Structural Fires,Queens,410,04:34
FY 2010,All Fire/Emergency Incidents,Citywide,489354,04:33
FY 2010,All Fire/Emergency Incidents,Manhattan,125685,04:38
FY 2010,All Fire/Emergency Incidents,Bronx,98322,04:44
FY 2010,All Fire/Emergency Incidents,Staten Island,27893,04:54
FY 2010,All Fire/Emergency Incidents,Brooklyn,137657,04:04
FY 2010,All Fire/Emergency Incidents,Queens,99797,04:49
FY 2010,False Alarm,Citywide,26543,04:16
FY 2010,False Alarm,Manhattan,4717,04:23
FY 2010,False Alarm,Bronx,7033,04:30
FY 2010,False Alarm,Staten Island,2229,04:16
FY 2010,False Alarm,Brooklyn,5470,03:46
FY 2010,False Alarm,Queens,7094,04:21
FY 2010,Medical Emergencies,Citywide,208735,04:17
FY 2010,Medical Emergencies,Manhattan,54468,04:21
FY 2010,Medical Emergencies,Bronx,39254,04:24
FY 2010,Medical Emergencies,Staten Island,10522,04:31
FY 2010,Medical Emergencies,Brooklyn,60190,03:55
FY 2010,Medical Emergencies,Queens,44301,04:34
FY 2010,Medical False Alarm,Citywide,4557,04:17
FY 2010,Medical False Alarm,Manhattan,1163,04:17
FY 2010,Medical False Alarm,Bronx,910,04:22
FY 2010,Medical False Alarm,Staten Island,157,04:29
FY 2010,Medical False Alarm,Brooklyn,1233,03:52
FY 2010,Medical False Alarm,Queens,1094,04:40
FY 2010,NonMedical Emergencies,Citywide,205735,04:53
FY 2010,NonMedical Emergencies,Manhattan,54840,04:56
FY 2010,NonMedical Emergencies,Bronx,42373,05:07
FY 2010,NonMedical Emergencies,Staten Island,12838,05:21
FY 2010,NonMedical Emergencies,Brooklyn,57032,04:21
FY 2010,NonMedical Emergencies,Queens,38652,05:15
FY 2010,NonStructural Fires,Citywide,17189,04:18
FY 2010,NonStructural Fires,Manhattan,4293,04:17
FY 2010,NonStructural Fires,Bronx,2843,04:34
FY 2010,NonStructural Fires,Staten Island,961,04:39
FY 2010,NonStructural Fires,Brooklyn,5166,03:52
FY 2010,NonStructural Fires,Queens,3926,04:37
FY 2010,Structural Fires,Citywide,26595,03:59
FY 2010,Structural Fires,Manhattan,6204,04:08
FY 2010,Structural Fires,Bronx,5909,04:05
FY 2010,Structural Fires,Staten Island,1186,04:30
FY 2010,Structural Fires,Brooklyn,8566,03:32
FY 2010,Structural Fires,Queens,4730,04:20
FY 2011,All Fire/Emergency Incidents,Citywide,493146,04:40
FY 2011,All Fire/Emergency Incidents,Manhattan,128195,04:44
FY 2011,All Fire/Emergency Incidents,Bronx,97750,04:50
FY 2011,All Fire/Emergency Incidents,Staten Island,25857,04:49
FY 2011,All Fire/Emergency Incidents,Brooklyn,139278,04:13
FY 2011,All Fire/Emergency Incidents,Queens,102066,05:00
FY 2011,False Alarm,Citywide,24693,04:30
FY 2011,False Alarm,Manhattan,5022,04:36
FY 2011,False Alarm,Bronx,6447,04:39
FY 2011,False Alarm,Staten Island,1936,04:22
FY 2011,False Alarm,Brooklyn,4990,04:03
FY 2011,False Alarm,Queens,6298,04:38
FY 2011,Medical Emergencies,Citywide,212737,04:20
FY 2011,Medical Emergencies,Manhattan,56114,04:25
FY 2011,Medical Emergencies,Bronx,39660,04:30
FY 2011,Medical Emergencies,Staten Island,10440,04:33
FY 2011,Medical Emergencies,Brooklyn,61562,03:58
FY 2011,Medical Emergencies,Queens,44961,04:35
FY 2011,Medical False Alarm,Citywide,4250,04:20
FY 2011,Medical False Alarm,Manhattan,1099,04:18
FY 2011,Medical False Alarm,Bronx,873,04:42
FY 2011,Medical False Alarm,Staten Island,174,04:22
FY 2011,Medical False Alarm,Brooklyn,1261,03:54
FY 2011,Medical False Alarm,Queens,843,04:37
FY 2011,NonMedical Emergencies,Citywide,207572,05:03
FY 2011,NonMedical Emergencies,Manhattan,55835,05:03
FY 2011,NonMedical Emergencies,Bronx,42272,05:12
FY 2011,NonMedical Emergencies,Staten Island,10932,05:08
FY 2011,NonMedical Emergencies,Brooklyn,57539,04:34
FY 2011,NonMedical Emergencies,Queens,40994,05:32
FY 2011,NonStructural Fires,Citywide,17462,04:29
FY 2011,NonStructural Fires,Manhattan,4138,04:23
FY 2011,NonStructural Fires,Bronx,2679,04:42
FY 2011,NonStructural Fires,Staten Island,1106,05:06
FY 2011,NonStructural Fires,Brooklyn,5428,04:02
FY 2011,NonStructural Fires,Queens,4111,04:52
FY 2011,Structural Fires,Citywide,26432,04:03
FY 2011,Structural Fires,Manhattan,5987,04:09
FY 2011,Structural Fires,Bronx,5819,04:11
FY 2011,Structural Fires,Staten Island,1269,04:34
FY 2011,Structural Fires,Brooklyn,8498,03:37
FY 2011,Structural Fires,Queens,4859,04:23
FY 2012,All Fire/Emergency Incidents,Citywide,488256,04:35
FY 2012,All Fire/Emergency Incidents,Manhattan,128128,04:43
FY 2012,All Fire/Emergency Incidents,Bronx,96532,04:48
FY 2012,All Fire/Emergency Incidents,Staten Island,26982,04:45
FY 2012,All Fire/Emergency Incidents,Brooklyn,138262,04:09
FY 2012,All Fire/Emergency Incidents,Queens,98352,04:48
FY 2012,False Alarm,Citywide,22567,04:32
FY 2012,False Alarm,Manhattan,4891,04:41
FY 2012,False Alarm,Bronx,5739,04:43
FY 2012,False Alarm,Staten Island,2018,04:38
FY 2012,False Alarm,Brooklyn,4708,04:00
FY 2012,False Alarm,Queens,5211,04:39
FY 2012,Medical Emergencies,Citywide,215511,04:11
FY 2012,Medical Emergencies,Manhattan,57474,04:17
FY 2012,Medical Emergencies,Bronx,40069,04:18
FY 2012,Medical Emergencies,Staten Island,10630,04:23
FY 2012,Medical Emergencies,Brooklyn,62395,03:49
FY 2012,Medical Emergencies,Queens,44943,04:24
FY 2012,Medical False Alarm,Citywide,3561,04:12
FY 2012,Medical False Alarm,Manhattan,978,04:20
FY 2012,Medical False Alarm,Bronx,742,04:30
FY 2012,Medical False Alarm,Staten Island,135,04:14
FY 2012,Medical False Alarm,Brooklyn,1060,03:48
FY 2012,Medical False Alarm,Queens,646,04:20
FY 2012,NonMedical Emergencies,Citywide,206783,05:01
FY 2012,NonMedical Emergencies,Manhattan,55484,05:06
FY 2012,NonMedical Emergencies,Bronx,42143,05:17
FY 2012,NonMedical Emergencies,Staten Island,12001,05:05
FY 2012,NonMedical Emergencies,Brooklyn,57603,04:34
FY 2012,NonMedical Emergencies,Queens,39552,05:16
FY 2012,NonStructural Fires,Citywide,14580,04:21
FY 2012,NonStructural Fires,Manhattan,3567,04:25
FY 2012,NonStructural Fires,Bronx,2328,04:43
FY 2012,NonStructural Fires,Staten Island,925,04:38
FY 2012,NonStructural Fires,Brooklyn,4522,03:53
FY 2012,NonStructural Fires,Queens,3238,04:36
FY 2012,Structural Fires,Citywide,25254,04:01
FY 2012,Structural Fires,Manhattan,5734,04:10
FY 2012,Structural Fires,Bronx,5511,04:08
FY 2012,Structural Fires,Staten Island,1273,04:29
FY 2012,Structural Fires,Brooklyn,7974,03:34
FY 2012,Structural Fires,Queens,4762,04:19
FY 2013,All Fire/Emergency Incidents,Citywide,493377,04:46
FY 2013,All Fire/Emergency Incidents,Manhattan,128126,04:51
FY 2013,All Fire/Emergency Incidents,Bronx,95423,04:55
FY 2013,All Fire/Emergency Incidents,Staten Island,26830,04:59
FY 2013,All Fire/Emergency Incidents,Brooklyn,141076,04:20
FY 2013,All Fire/Emergency Incidents,Queens,101922,05:04
FY 2013,False Alarm,Citywide,20708,04:38
FY 2013,False Alarm,Manhattan,4627,04:47
FY 2013,False Alarm,Bronx,5000,04:48
FY 2013,False Alarm,Staten Island,1678,04:51
FY 2013,False Alarm,Brooklyn,4650,04:09
FY 2013,False Alarm,Queens,4753,04:44
FY 2013,Medical Emergencies,Citywide,215415,04:16
FY 2013,Medical Emergencies,Manhattan,58183,04:23
FY 2013,Medical Emergencies,Bronx,40375,04:23
FY 2013,Medical Emergencies,Staten Island,10551,04:32
FY 2013,Medical Emergencies,Brooklyn,62992,03:55
FY 2013,Medical Emergencies,Queens,43314,04:28
FY 2013,Medical False Alarm,Citywide,3364,04:16
FY 2013,Medical False Alarm,Manhattan,912,04:27
FY 2013,Medical False Alarm,Bronx,719,04:29
FY 2013,Medical False Alarm,Staten Island,135,04:14
FY 2013,Medical False Alarm,Brooklyn,994,03:49
FY 2013,Medical False Alarm,Queens,604,04:32
FY 2013,NonMedical Emergencies,Citywide,214467,05:16
FY 2013,NonMedical Emergencies,Manhattan,55000,05:17
FY 2013,NonMedical Emergencies,Bronx,41760,05:26
FY 2013,NonMedical Emergencies,Staten Island,12420,05:23
FY 2013,NonMedical Emergencies,Brooklyn,60185,04:49
FY 2013,NonMedical Emergencies,Queens,45102,05:39
FY 2013,NonStructural Fires,Citywide,14145,04:28
FY 2013,NonStructural Fires,Manhattan,3545,04:28
FY 2013,NonStructural Fires,Bronx,2162,04:45
FY 2013,NonStructural Fires,Staten Island,744,04:55
FY 2013,NonStructural Fires,Brooklyn,4383,04:01
FY 2013,NonStructural Fires,Queens,3311,04:47
FY 2013,Structural Fires,Citywide,25278,04:06
FY 2013,Structural Fires,Manhattan,5859,04:14
FY 2013,Structural Fires,Bronx,5407,04:10
FY 2013,Structural Fires,Staten Island,1302,04:33
FY 2013,Structural Fires,Brooklyn,7872,03:39
FY 2013,Structural Fires,Queens,4838,04:28
FY 2014,All Fire/Emergency Incidents,Citywide,503668,04:46
FY 2014,All Fire/Emergency Incidents,Manhattan,137908,04:58
FY 2014,All Fire/Emergency Incidents,Bronx,99362,05:01
FY 2014,All Fire/Emergency Incidents,Staten Island,25105,04:56
FY 2014,All Fire/Emergency Incidents,Brooklyn,142672,04:16
FY 2014,All Fire/Emergency Incidents,Queens,98621,04:55
FY 2014,False Alarm,Citywide,19907,04:36
FY 2014,False Alarm,Manhattan,4495,04:55
FY 2014,False Alarm,Bronx,4747,04:46
FY 2014,False Alarm,Staten Island,1494,04:43
FY 2014,False Alarm,Brooklyn,4811,04:05
FY 2014,False Alarm,Queens,4360,04:40
FY 2014,Medical Emergencies,Citywide,219981,04:21
FY 2014,Medical Emergencies,Manhattan,59694,04:31
FY 2014,Medical Emergencies,Bronx,41823,04:31
FY 2014,Medical Emergencies,Staten Island,10339,04:34
FY 2014,Medical Emergencies,Brooklyn,63950,03:58
FY 2014,Medical Emergencies,Queens,44175,04:31
FY 2014,Medical False Alarm,Citywide,3371,04:20
FY 2014,Medical False Alarm,Manhattan,855,04:26
FY 2014,Medical False Alarm,Bronx,652,04:44
FY 2014,Medical False Alarm,Staten Island,142,04:35
